ИНН,Зона,Дата_утверждения,prev_zone,next_zone,next_date,zone_change,step
534074914,К,2022-02-19 14:21:46,Ж,Ж,2022-04-22 14:21:46,True,4
534074914,Ж,2022-04-22 14:21:46,К,К,2022-09-09 14:21:46,True,5
534074914,К,2022-09-09 14:21:46,Ж,,,True,6
536338112,Ч,2020-06-01 03:04:52,,З,2020-09-06 03:04:52,True,1
536338112,З,2020-09-06 03:04:52,Ч,К,2021-01-25 03:04:52,True,2
536338112,К,2021-01-25 03:04:52,З,Ч,2021-06-25 03:04:52,True,3
536338112,Ч,2021-06-25 03:04:52,К,К,2021-07-29 03:04:52,True,4
536338112,К,2021-07-29 03:04:52,Ч,З,2021-11-15 03:04:52,True,5
536338112,З,2021-11-15 03:04:52,К,,,True,6
537099867,Ж,2022-07-26 20:49:45,,К,2022-11-04 20:49:45,True,1
537099867,К,2022-11-04 20:49:45,Ж,З,2023-02-09 20:49:45,True,2
537099867,З,2023-02-09 20:49:45,К,К,2023-03-16 20:49:45,True,3
537099867,К,2023-03-16 20:49:45,З,,,True,4
542009664,Ж,2021-06-12 03:47:00,,К,2021-10-04 03:47:00,True,1
542009664,К,2021-10-04 03:47:00,Ж,З,2022-03-20 03:47:00,True,2
542009664,З,2022-03-20 03:47:00,К,К,2022-05-19 03:47:00,True,3
542009664,К,2022-05-19 03:47:00,З,,,True,4
545587371,Ж,2022-02-28 05:35:30,,З,2022-05-04 05:35:30,True,1
545587371,З,2022-05-04 05:35:30,Ж,Ж,2022-07-22 05:35:30,True,2
545587371,Ж,2022-07-22 05:35:30,З,Ч,2023-01-15 05:35:30,True,3
545587371,Ч,2023-01-15 05:35:30,Ж,Ж,2023-05-01 05:35:30,True,4
545587371,Ж,2023-05-01 05:35:30,Ч,,,True,5
547034330,З,2021-06-30 23:36:32,,К,2021-09-14 23:36:32,True,1
547034330,К,2021-09-14 23:36:32,З,З,2022-01-08 23:36:32,True,2
547034330,З,2022-01-08 23:36:32,К,Ч,2022-03-13 23:36:32,True,3
547034330,Ч,2022-03-13 23:36:32,З,Ж,2022-07-29 23:36:32,True,4
547034330,Ж,2022-07-29 23:36:32,Ч,К,2022-12-11 23:36:32,True,5
547034330,К,2022-12-11 23:36:32,Ж,,,True,6
550948383,Ж,2021-10-02 11:33:00,,К,2021-11-21 11:33:00,True,1
550948383,К,2021-11-21 11:33:00,Ж,Ж,2022-01-28 11:33:00,True,2
550948383,Ж,2022-01-28 11:33:00,К,З,2022-06-20 11:33:00,True,3
550948383,З,2022-06-20 11:33:00,Ж,Ч,2022-11-27 11:33:00,True,4
550948383,Ч,2022-11-27 11:33:00,З,К,2023-02-17 11:33:00,True,5
550948383,К,2023-02-17 11:33:00,Ч,,,True,6
551497018,Ч,2020-07-06 04:22:46,,З,2020-09-17 04:22:46,True,1
551497018,З,2020-09-17 04:22:46,Ч,Ж,2021-03-05 04:22:46,True,2
551497018,Ж,2021-03-05 04:22:46,З,Ч,2021-06-06 04:22:46,True,3
551497018,Ч,2021-06-06 04:22:46,Ж,,,True,4
552192297,Ж,2022-10-31 01:19:23,,К,2023-04-13 01:19:23,True,1
552192297,К,2023-04-13 01:19:23,Ж,Ч,2023-07-29 01:19:23,True,2
552192297,Ч,2023-07-29 01:19:23,К,,,True,3
552648172,Ж,2021-06-22 22:40:14,,З,2021-11-03 22:40:14,True,1
552648172,З,2021-11-03 22:40:14,Ж,К,2022-04-09 22:40:14,True,2
552648172,К,2022-04-09 22:40:14,З,Ч,2022-06-07 22:40:14,True,3
552648172,Ч,2022-06-07 22:40:14,К,З,2022-11-05 22:40:14,True,4
552648172,З,2022-11-05 22:40:14,Ч,К,2023-01-06 22:40:14,True,5
552648172,К,2023-01-06 22:40:14,З,,,True,6
552969410,Ч,2021-01-09 08:40:21,,З,2021-03-26 08:40:21,True,1
552969410,З,2021-03-26 08:40:21,Ч,Ч,2021-04-28 08:40:21,True,2
552969410,Ч,2021-04-28 08:40:21,З,К,2021-08-30 08:40:21,True,3
552969410,К,2021-08-30 08:40:21,Ч,,,True,4
553226676,Ж,2023-02-10 13:11:19,,К,2023-03-16 13:11:19,True,1
553226676,К,2023-03-16 13:11:19,Ж,З,2023-06-01 13:11:19,True,2
553226676,З,2023-06-01 13:11:19,К,К,2023-10-18 13:11:19,True,3
553226676,К,2023-10-18 13:11:19,З,,,True,4
554331636,К,2022-04-26 18:25:17,,Ж,2022-10-17 18:25:17,True,1
554331636,Ж,2022-10-17 18:25:17,К,З,2023-01-28 18:25:17,True,2
554331636,З,2023-01-28 18:25:17,Ж,К,2023-03-04 18:25:17,True,3
554331636,К,2023-03-04 18:25:17,З,Ж,2023-05-07 18:25:17,True,4
554331636,Ж,2023-05-07 18:25:17,К,,,True,5
555434826,К,2022-10-23 16:14:39,,З,2022-12-31 16:14:39,True,1
555434826,З,2022-12-31 16:14:39,К,Ч,2023-05-14 16:14:39,True,2
555434826,Ч,2023-05-14 16:14:39,З,З,2023-10-18 16:14:39,True,3
555434826,З,2023-10-18 16:14:39,Ч,,,True,4
556811688,К,2021-06-24 21:41:44,,Ж,2021-11-17 21:41:44,True,1
556811688,Ж,2021-11-17 21:41:44,К,З,2022-01-18 21:41:44,True,2
556811688,З,2022-01-18 21:41:44,Ж,Ж,2022-06-14 21:41:44,True,3
556811688,Ж,2022-06-14 21:41:44,З,Ч,2022-07-22 21:41:44,True,4
556811688,Ч,2022-07-22 21:41:44,Ж,З,2022-11-26 21:41:44,True,5
556811688,З,2022-11-26 21:41:44,Ч,,,True,6
558018231,Ж,2022-12-21 00:51:15,,Ч,2023-06-09 00:51:15,True,1
558018231,Ч,2023-06-09 00:51:15,Ж,З,2023-11-04 00:51:15,True,2
558018231,З,2023-11-04 00:51:15,Ч,,,True,3
558350713,Ж,2020-12-27 20:04:57,,З,2021-06-19 20:04:57,True,1
558350713,З,2021-06-19 20:04:57,Ж,Ч,2021-12-15 20:04:57,True,2
558350713,Ч,2021-12-15 20:04:57,З,,,True,3
558909873,К,2021-06-19 21:13:04,,З,2021-08-02 21:13:04,True,1
558909873,З,2021-08-02 21:13:04,К,К,2021-09-08 21:13:04,True,2
558909873,К,2021-09-08 21:13:04,З,,,True,3
559061446,Ч,2023-02-12 02:02:40,,З,2023-04-29 02:02:40,True,1
559061446,З,2023-04-29 02:02:40,Ч,Ж,2023-08-26 02:02:40,True,2
559061446,Ж,2023-08-26 02:02:40,З,Ч,2023-10-11 02:02:40,True,3
559061446,Ч,2023-10-11 02:02:40,Ж,,,True,4
560050896,К,2021-04-01 21:55:42,,З,2021-05-21 21:55:42,True,1
560050896,З,2021-05-21 21:55:42,К,Ж,2021-11-04 21:55:42,True,2
560050896,Ж,2021-11-04 21:55:42,З,,,True,3
560627179,З,2020-10-21 17:15:35,,Ч,2021-01-21 17:15:35,True,1
560627179,Ч,2021-01-21 17:15:35,З,З,2021-07-17 17:15:35,True,2
560627179,З,2021-07-17 17:15:35,Ч,,,True,3
561245208,З,2020-07-09 19:15:48,,К,2020-12-09 19:15:48,True,1
561245208,К,2020-12-09 19:15:48,З,З,2021-01-12 19:15:48,True,2
561245208,З,2021-01-12 19:15:48,К,Ч,2021-03-30 19:15:48,True,3
561245208,Ч,2021-03-30 19:15:48,З,Ж,2021-06-26 19:15:48,True,4
561245208,Ж,2021-06-26 19:15:48,Ч,,,True,5
563535087,З,2022-02-04 23:44:42,,Ч,2022-06-14 23:44:42,True,1
563535087,Ч,2022-06-14 23:44:42,З,К,2022-10-14 23:44:42,True,2
563535087,К,2022-10-14 23:44:42,Ч,Ч,2022-11-19 23:44:42,True,3
563535087,Ч,2022-11-19 23:44:42,К,,,True,4
564775109,К,2022-09-02 10:47:14,,З,2022-11-07 10:47:14,True,1
564775109,З,2022-11-07 10:47:14,К,К,2023-04-21 10:47:14,True,2
564775109,К,2023-04-21 10:47:14,З,Ж,2023-07-29 10:47:14,True,3
564775109,Ж,2023-07-29 10:47:14,К,,,True,4
564863535,К,2021-05-28 20:13:30,,Ч,2021-09-06 20:13:30,True,1
564863535,Ч,2021-09-06 20:13:30,К,З,2022-01-25 20:13:30,True,2
564863535,З,2022-01-25 20:13:30,Ч,,,True,3
566021732,Ж,2021-06-03 11:40:44,,З,2021-08-12 11:40:44,True,1
566021732,З,2021-08-12 11:40:44,Ж,Ч,2022-01-03 11:40:44,True,2
566021732,Ч,2022-01-03 11:40:44,З,З,2022-05-07 11:40:44,True,3
566021732,З,2022-05-07 11:40:44,Ч,,,True,4
566400423,К,2021-12-27 23:25:59,,З,2022-03-29 23:25:59,True,1
566400423,З,2022-03-29 23:25:59,К,К,2022-08-26 23:25:59,True,2
566400423,К,2022-08-26 23:25:59,З,Ж,2022-10-10 23:25:59,True,3
566400423,Ж,2022-10-10 23:25:59,К,,,True,4
567843436,Ж,2022-04-21 23:07:45,,Ч,2022-06-23 23:07:45,True,1
567843436,Ч,2022-06-23 23:07:45,Ж,З,2022-09-29 23:07:45,True,2
567843436,З,2022-09-29 23:07:45,Ч,Ч,2022-12-29 23:07:45,True,3
567843436,Ч,2022-12-29 23:07:45,З,,,True,4
568451722,К,2023-03-09 11:28:24,,Ж,2023-06-04 11:28:24,True,1
568451722,Ж,2023-06-04 11:28:24,К,З,2023-08-30 11:28:24,True,2
568451722,З,2023-08-30 11:28:24,Ж,,,True,3
569903958,К,2021-10-07 09:48:41,,Ж,2022-04-03 09:48:41,True,1
569903958,Ж,2022-04-03 09:48:41,К,З,2022-06-04 09:48:41,True,2
569903958,З,2022-06-04 09:48:41,Ж,Ж,2022-09-08 09:48:41,True,3
569903958,Ж,2022-09-08 09:48:41,З,Ч,2022-12-20 09:48:41,True,4
569903958,Ч,2022-12-20 09:48:41,Ж,,,True,5
571881808,Ч,2021-09-07 22:02:56,,Ж,2021-12-02 22:02:56,True,1
571881808,Ж,2021-12-02 22:02:56,Ч,З,2022-04-24 22:02:56,True,2
571881808,З,2022-04-24 22:02:56,Ж,Ж,2022-08-25 22:02:56,True,3
571881808,Ж,2022-08-25 22:02:56,З,К,2023-01-17 22:02:56,True,4
571881808,К,2023-01-17 22:02:56,Ж,Ч,2023-04-29 22:02:56,True,5
571881808,Ч,2023-04-29 22:02:56,К,,,True,6
572057418,К,2023-02-22 08:41:15,,Ж,2023-04-07 08:41:15,True,1
572057418,Ж,2023-04-07 08:41:15,К,З,2023-05-17 08:41:15,True,2
572057418,З,2023-05-17 08:41:15,Ж,Ж,2023-08-03 08:41:15,True,3
572057418,Ж,2023-08-03 08:41:15,З,Ч,2023-09-24 08:41:15,True,4
572057418,Ч,2023-09-24 08:41:15,Ж,,,True,5
573534586,К,2022-11-08 22:26:08,,Ч,2022-12-15 22:26:08,True,1
573534586,Ч,2022-12-15 22:26:08,К,Ж,2023-05-24 22:26:08,True,2
573534586,Ж,2023-05-24 22:26:08,Ч,З,2023-10-30 22:26:08,True,3
573534586,З,2023-10-30 22:26:08,Ж,,,True,4
574492761,З,2020-10-29 01:12:12,,К,2021-03-29 01:12:12,True,1
574492761,К,2021-03-29 01:12:12,З,Ч,2021-06-17 01:12:12,True,2
574492761,Ч,2021-06-17 01:12:12,К,К,2021-10-03 01:12:12,True,3
574492761,К,2021-10-03 01:12:12,Ч,,,True,4
575215749,Ч,2020-02-19 08:02:57,,К,2020-07-06 08:02:57,True,1
575215749,К,2020-07-06 08:02:57,Ч,З,2020-09-04 08:02:57,True,2
575215749,З,2020-09-04 08:02:57,К,,,True,3
575934595,Ж,2020-12-16 14:38:28,,К,2021-03-12 14:38:28,True,1
575934595,К,2021-03-12 14:38:28,Ж,Ч,2021-07-28 14:38:28,True,2
575934595,Ч,2021-07-28 14:38:28,К,З,2021-09-18 14:38:28,True,3
575934595,З,2021-09-18 14:38:28,Ч,Ч,2021-10-24 14:38:28,True,4
575934595,Ч,2021-10-24 14:38:28,З,,,True,5
577428044,Ч,2022-12-11 04:57:06,,З,2023-01-25 04:57:06,True,1
577428044,З,2023-01-25 04:57:06,Ч,Ж,2023-05-22 04:57:06,True,2
577428044,Ж,2023-05-22 04:57:06,З,Ч,2023-09-14 04:57:06,True,3
577428044,Ч,2023-09-14 04:57:06,Ж,,,True,4
577626541,Ж,2022-12-16 22:49:24,,З,2023-03-30 22:49:24,True,1
577626541,З,2023-03-30 22:49:24,Ж,Ч,2023-09-26 22:49:24,True,2
577626541,Ч,2023-09-26 22:49:24,З,З,2023-11-12 22:49:24,True,3
577626541,З,2023-11-12 22:49:24,Ч,,,True,4
578614419,Ч,2020-05-07 08:29:21,,З,2020-10-03 08:29:21,True,1
578614419,З,2020-10-03 08:29:21,Ч,К,2021-02-28 08:29:21,True,2
578614419,К,2021-02-28 08:29:21,З,Ж,2021-04-04 08:29:21,True,3
578614419,Ж,2021-04-04 08:29:21,К,,,True,4
579692296,К,2020-03-28 23:33:06,,Ч,2020-08-29 23:33:06,True,1
579692296,Ч,2020-08-29 23:33:06,К,З,2021-02-19 23:33:06,True,2
579692296,З,2021-02-19 23:33:06,Ч,,,True,3
583657455,Ч,2022-07-25 06:16:44,,З,2022-12-09 06:16:44,True,1
583657455,З,2022-12-09 06:16:44,Ч,Ж,2023-01-11 06:16:44,True,2
583657455,Ж,2023-01-11 06:16:44,З,Ч,2023-06-03 06:16:44,True,3
583657455,Ч,2023-06-03 06:16:44,Ж,,,True,4
585509728,К,2020-11-21 02:51:41,,Ч,2021-05-03 02:51:41,True,1
585509728,Ч,2021-05-03 02:51:41,К,З,2021-07-30 02:51:41,True,2
585509728,З,2021-07-30 02:51:41,Ч,,,True,3
586088320,К,2022-08-15 19:45:20,,Ж,2022-12-10 19:45:20,True,1
586088320,Ж,2022-12-10 19:45:20,К,З,2023-01-13 19:45:20,True,2
586088320,З,2023-01-13 19:45:20,Ж,Ж,2023-04-21 19:45:20,True,3
586088320,Ж,2023-04-21 19:45:20,З,З,2023-06-17 19:45:20,True,4
586088320,З,2023-06-17 19:45:20,Ж,,,True,5
586226255,Ж,2021-05-28 01:20:15,,К,2021-11-22 01:20:15,True,1
586226255,К,2021-11-22 01:20:15,Ж,З,2022-05-18 01:20:15,True,2
586226255,З,2022-05-18 01:20:15,К,,,True,3
587324004,К,2022-04-28 03:42:48,,Ч,2022-06-03 03:42:48,True,1
587324004,Ч,2022-06-03 03:42:48,К,Ж,2022-10-16 03:42:48,True,2
587324004,Ж,2022-10-16 03:42:48,Ч,К,2022-11-22 03:42:48,True,3
587324004,К,2022-11-22 03:42:48,Ж,Ч,2023-04-01 03:42:48,True,4
587324004,Ч,2023-04-01 03:42:48,К,З,2023-09-13 03:42:48,True,5
587324004,З,2023-09-13 03:42:48,Ч,,,True,6
587730703,Ж,2022-12-14 05:58:25,,З,2023-04-14 05:58:25,True,1
587730703,З,2023-04-14 05:58:25,Ж,Ч,2023-08-18 05:58:25,True,2
587730703,Ч,2023-08-18 05:58:25,З,,,True,3
588250735,Ж,2021-02-05 20:59:37,,Ч,2021-05-15 20:59:37,True,1
588250735,Ч,2021-05-15 20:59:37,Ж,Ж,2021-09-22 20:59:37,True,2
588250735,Ж,2021-09-22 20:59:37,Ч,Ч,2022-01-04 20:59:37,True,3
588250735,Ч,2022-01-04 20:59:37,Ж,З,2022-04-11 20:59:37,True,4
588250735,З,2022-04-11 20:59:37,Ч,,,True,5
589232510,З,2023-02-24 21:17:06,,К,2023-05-02 21:17:06,True,1
589232510,К,2023-05-02 21:17:06,З,Ж,2023-07-03 21:17:06,True,2
589232510,Ж,2023-07-03 21:17:06,К,З,2023-11-10 21:17:06,True,3
589232510,З,2023-11-10 21:17:06,Ж,,,True,4
589659036,З,2020-09-06 18:44:45,,Ж,2020-10-24 18:44:45,True,1
589659036,Ж,2020-10-24 18:44:45,З,К,2021-02-21 18:44:45,True,2
589659036,К,2021-02-21 18:44:45,Ж,З,2021-05-18 18:44:45,True,3
589659036,З,2021-05-18 18:44:45,К,К,2021-09-23 18:44:45,True,4
589659036,К,2021-09-23 18:44:45,З,,,True,5
589779125,Ж,2022-10-26 18:26:12,,К,2023-01-21 18:26:12,True,1
589779125,К,2023-01-21 18:26:12,Ж,Ж,2023-06-16 18:26:12,True,2
589779125,Ж,2023-06-16 18:26:12,К,З,2023-07-24 18:26:12,True,3
589779125,З,2023-07-24 18:26:12,Ж,Ч,2023-12-26 18:26:12,True,4
589779125,Ч,2023-12-26 18:26:12,З,,,True,5
590879268,Ч,2020-09-22 19:37:37,,Ж,2020-11-28 19:37:37,True,1
590879268,Ж,2020-11-28 19:37:37,Ч,Ч,2021-04-11 19:37:37,True,2
590879268,Ч,2021-04-11 19:37:37,Ж,Ж,2021-08-04 19:37:37,True,3
590879268,Ж,2021-08-04 19:37:37,Ч,,,True,4
591411845,Ж,2023-05-06 07:30:58,,Ч,2023-09-27 07:30:58,True,1
591411845,Ч,2023-09-27 07:30:58,Ж,К,2023-11-04 07:30:58,True,2
591411845,К,2023-11-04 07:30:58,Ч,,,True,3
594507414,З,2021-09-09 08:12:50,,Ч,2021-12-19 08:12:50,True,1
594507414,Ч,2021-12-19 08:12:50,З,З,2022-05-13 08:12:50,True,2
594507414,З,2022-05-13 08:12:50,Ч,,,True,3
595203868,З,2020-03-25 20:15:34,,Ч,2020-07-26 20:15:34,True,1
595203868,Ч,2020-07-26 20:15:34,З,К,2020-09-13 20:15:34,True,2
595203868,К,2020-09-13 20:15:34,Ч,,,True,3
596261073,Ч,2020-05-06 15:55:29,,Ж,2020-10-07 15:55:29,True,1
596261073,Ж,2020-10-07 15:55:29,Ч,К,2021-03-30 15:55:29,True,2
596261073,К,2021-03-30 15:55:29,Ж,,,True,3
596719517,Ч,2022-01-26 03:31:59,,З,2022-04-22 03:31:59,True,1
596719517,З,2022-04-22 03:31:59,Ч,К,2022-06-13 03:31:59,True,2
596719517,К,2022-06-13 03:31:59,З,Ж,2022-10-02 03:31:59,True,3
596719517,Ж,2022-10-02 03:31:59,К,К,2022-12-21 03:31:59,True,4
596719517,К,2022-12-21 03:31:59,Ж,,,True,5
597085681,Ч,2023-01-21 23:10:54,,Ж,2023-05-26 23:10:54,True,1
597085681,Ж,2023-05-26 23:10:54,Ч,З,2023-10-26 23:10:54,True,2
597085681,З,2023-10-26 23:10:54,Ж,,,True,3
597095668,Ч,2020-08-12 17:21:43,,К,2020-09-13 17:21:43,True,1
597095668,К,2020-09-13 17:21:43,Ч,З,2021-01-12 17:21:43,True,2
597095668,З,2021-01-12 17:21:43,К,Ч,2021-06-23 17:21:43,True,3
597095668,Ч,2021-06-23 17:21:43,З,З,2021-10-24 17:21:43,True,4
597095668,З,2021-10-24 17:21:43,Ч,,,True,5
598201458,К,2022-05-15 22:02:17,,Ч,2022-08-27 22:02:17,True,1
598201458,Ч,2022-08-27 22:02:17,К,З,2023-01-07 22:02:17,True,2
598201458,З,2023-01-07 22:02:17,Ч,,,True,3
598332174,К,2021-07-07 05:18:26,,Ж,2021-12-10 05:18:26,True,1
598332174,Ж,2021-12-10 05:18:26,К,К,2022-04-30 05:18:26,True,2
598332174,К,2022-04-30 05:18:26,Ж,Ч,2022-08-28 05:18:26,True,3
598332174,Ч,2022-08-28 05:18:26,К,К,2023-02-20 05:18:26,True,4
598332174,К,2023-02-20 05:18:26,Ч,,,True,5
598959195,К,2020-06-15 19:34:00,,Ж,2020-09-21 19:34:00,True,1
598959195,Ж,2020-09-21 19:34:00,К,Ч,2020-10-28 19:34:00,True,2
598959195,Ч,2020-10-28 19:34:00,Ж,З,2021-01-04 19:34:00,True,3
598959195,З,2021-01-04 19:34:00,Ч,Ч,2021-06-24 19:34:00,True,4
598959195,Ч,2021-06-24 19:34:00,З,,,True,5
599312965,З,2020-11-11 19:18:08,,К,2020-12-14 19:18:08,True,1
599312965,К,2020-12-14 19:18:08,З,З,2021-05-17 19:18:08,True,2
599312965,З,2021-05-17 19:18:08,К,Ч,2021-07-13 19:18:08,True,3
599312965,Ч,2021-07-13 19:18:08,З,,,True,4
600375608,Ж,2020-04-23 09:08:58,,Ч,2020-06-11 09:08:58,True,1
600375608,Ч,2020-06-11 09:08:58,Ж,З,2020-11-22 09:08:58,True,2
600375608,З,2020-11-22 09:08:58,Ч,К,2021-05-09 09:08:58,True,3
600375608,К,2021-05-09 09:08:58,З,,,True,4
600453100,З,2020-12-22 16:59:16,,Ж,2021-02-10 16:59:16,True,1
600453100,Ж,2021-02-10 16:59:16,З,З,2021-05-10 16:59:16,True,2
600453100,З,2021-05-10 16:59:16,Ж,К,2021-07-06 16:59:16,True,3
600453100,К,2021-07-06 16:59:16,З,Ж,2021-11-13 16:59:16,True,4
600453100,Ж,2021-11-13 16:59:16,К,К,2022-01-03 16:59:16,True,5
600453100,К,2022-01-03 16:59:16,Ж,,,True,6
600595504,З,2020-09-01 10:46:49,,Ж,2021-01-18 10:46:49,True,1
600595504,Ж,2021-01-18 10:46:49,З,К,2021-05-07 10:46:49,True,2
600595504,К,2021-05-07 10:46:49,Ж,Ч,2021-07-26 10:46:49,True,3
600595504,Ч,2021-07-26 10:46:49,К,К,2021-09-06 10:46:49,True,4
600595504,К,2021-09-06 10:46:49,Ч,Ж,2021-10-28 10:46:49,True,5
600595504,Ж,2021-10-28 10:46:49,К,,,True,6
600949445,Ж,2021-02-21 21:09:18,,К,2021-06-27 21:09:18,True,1
600949445,К,2021-06-27 21:09:18,Ж,Ч,2021-08-31 21:09:18,True,2
600949445,Ч,2021-08-31 21:09:18,К,,,True,3
601083275,Ж,2021-09-18 23:29:57,,З,2022-01-09 23:29:57,True,1
601083275,З,2022-01-09 23:29:57,Ж,Ч,2022-06-13 23:29:57,True,2
601083275,Ч,2022-06-13 23:29:57,З,Ж,2022-07-31 23:29:57,True,3
601083275,Ж,2022-07-31 23:29:57,Ч,К,2022-10-26 23:29:57,True,4
601083275,К,2022-10-26 23:29:57,Ж,Ч,2023-02-05 23:29:57,True,5
601083275,Ч,2023-02-05 23:29:57,К,,,True,6
601695410,Ж,2022-03-27 09:58:43,,Ч,2022-09-07 09:58:43,True,1
601695410,Ч,2022-09-07 09:58:43,Ж,З,2022-12-10 09:58:43,True,2
601695410,З,2022-12-10 09:58:43,Ч,Ж,2023-01-09 09:58:43,True,3
601695410,Ж,2023-01-09 09:58:43,З,,,True,4
602102538,Ч,2021-03-18 17:20:33,,К,2021-08-18 17:20:33,True,1
602102538,К,2021-08-18 17:20:33,Ч,З,2021-10-02 17:20:33,True,2
602102538,З,2021-10-02 17:20:33,К,Ж,2022-03-22 17:20:33,True,3
602102538,Ж,2022-03-22 17:20:33,З,К,2022-05-22 17:20:33,True,4
602102538,К,2022-05-22 17:20:33,Ж,З,2022-11-10 17:20:33,True,5
602102538,З,2022-11-10 17:20:33,К,,,True,6
602418489,К,2023-03-23 19:13:22,,Ч,2023-08-18 19:13:22,True,1
602418489,Ч,2023-08-18 19:13:22,К,Ж,2023-11-08 19:13:22,True,2
602418489,Ж,2023-11-08 19:13:22,Ч,К,2023-12-26 19:13:22,True,3
602418489,К,2023-12-26 19:13:22,Ж,,,True,4
604846108,Ж,2021-08-10 06:08:47,,К,2021-11-19 06:08:47,True,1
604846108,К,2021-11-19 06:08:47,Ж,З,2022-03-19 06:08:47,True,2
604846108,З,2022-03-19 06:08:47,К,Ч,2022-08-20 06:08:47,True,3
604846108,Ч,2022-08-20 06:08:47,З,З,2022-09-19 06:08:47,True,4
604846108,З,2022-09-19 06:08:47,Ч,,,True,5
604869943,Ч,2020-04-03 16:42:37,,К,2020-06-28 16:42:37,True,1
604869943,К,2020-06-28 16:42:37,Ч,Ж,2020-10-24 16:42:37,True,2
604869943,Ж,2020-10-24 16:42:37,К,К,2021-04-21 16:42:37,True,3
604869943,К,2021-04-21 16:42:37,Ж,,,True,4
605135336,Ч,2023-03-02 09:15:41,,З,2023-05-02 09:15:41,True,1
605135336,З,2023-05-02 09:15:41,Ч,Ж,2023-08-27 09:15:41,True,2
605135336,Ж,2023-08-27 09:15:41,З,З,2023-11-07 09:15:41,True,3
605135336,З,2023-11-07 09:15:41,Ж,,,True,4
606313184,З,2022-03-14 11:29:52,,Ч,2022-05-02 11:29:52,True,1
606313184,Ч,2022-05-02 11:29:52,З,З,2022-08-06 11:29:52,True,2
606313184,З,2022-08-06 11:29:52,Ч,Ч,2022-12-10 11:29:52,True,3
606313184,Ч,2022-12-10 11:29:52,З,Ж,2023-03-05 11:29:52,True,4
606313184,Ж,2023-03-05 11:29:52,Ч,,,True,5
607540946,Ч,2022-10-13 16:39:29,,Ж,2023-02-27 16:39:29,True,1
607540946,Ж,2023-02-27 16:39:29,Ч,З,2023-06-18 16:39:29,True,2
607540946,З,2023-06-18 16:39:29,Ж,Ч,2023-10-19 16:39:29,True,3
607540946,Ч,2023-10-19 16:39:29,З,,,True,4
607658408,Ж,2022-11-10 08:35:00,,З,2023-04-23 08:35:00,True,1
607658408,З,2023-04-23 08:35:00,Ж,Ж,2023-08-22 08:35:00,True,2
607658408,Ж,2023-08-22 08:35:00,З,,,True,3
608030116,З,2022-04-25 19:38:10,,Ж,2022-10-06 19:38:10,True,1
608030116,Ж,2022-10-06 19:38:10,З,Ч,2023-01-03 19:38:10,True,2
608030116,Ч,2023-01-03 19:38:10,Ж,,,True,3
608254101,Ч,2022-12-14 01:22:30,,Ж,2023-05-03 01:22:30,True,1
608254101,Ж,2023-05-03 01:22:30,Ч,З,2023-07-14 01:22:30,True,2
608254101,З,2023-07-14 01:22:30,Ж,Ч,2023-12-09 01:22:30,True,3
608254101,Ч,2023-12-09 01:22:30,З,,,True,4
611245247,К,2021-11-06 16:07:24,,Ч,2022-04-02 16:07:24,True,1
611245247,Ч,2022-04-02 16:07:24,К,Ж,2022-07-03 16:07:24,True,2
611245247,Ж,2022-07-03 16:07:24,Ч,К,2022-09-23 16:07:24,True,3
611245247,К,2022-09-23 16:07:24,Ж,Ч,2023-02-11 16:07:24,True,4
611245247,Ч,2023-02-11 16:07:24,К,,,True,5
611436807,Ч,2021-09-17 15:19:34,,Ж,2021-12-06 15:19:34,True,1
611436807,Ж,2021-12-06 15:19:34,Ч,З,2022-05-01 15:19:34,True,2
611436807,З,2022-05-01 15:19:34,Ж,К,2022-08-31 15:19:34,True,3
611436807,К,2022-08-31 15:19:34,З,Ж,2022-12-27 15:19:34,True,4
611436807,Ж,2022-12-27 15:19:34,К,К,2023-03-06 15:19:34,True,5
611436807,К,2023-03-06 15:19:34,Ж,,,True,6
612589134,К,2022-08-23 19:27:33,,Ч,2022-11-14 19:27:33,True,1
612589134,Ч,2022-11-14 19:27:33,К,Ж,2023-04-26 19:27:33,True,2
612589134,Ж,2023-04-26 19:27:33,Ч,Ч,2023-06-27 19:27:33,True,3
612589134,Ч,2023-06-27 19:27:33,Ж,К,2023-11-28 19:27:33,True,4
612589134,К,2023-11-28 19:27:33,Ч,,,True,5
613167338,Ж,2021-12-31 14:07:37,,З,2022-06-20 14:07:37,True,1
613167338,З,2022-06-20 14:07:37,Ж,Ч,2022-08-30 14:07:37,True,2
613167338,Ч,2022-08-30 14:07:37,З,,,True,3
613521000,Ч,2022-12-29 21:51:32,,З,2023-04-11 21:51:32,True,1
613521000,З,2023-04-11 21:51:32,Ч,Ж,2023-06-04 21:51:32,True,2
613521000,Ж,2023-06-04 21:51:32,З,Ч,2023-07-23 21:51:32,True,3
613521000,Ч,2023-07-23 21:51:32,Ж,,,True,4
613527938,Ч,2021-11-13 13:30:00,,Ж,2021-12-24 13:30:00,True,1
613527938,Ж,2021-12-24 13:30:00,Ч,З,2022-05-08 13:30:00,True,2
613527938,З,2022-05-08 13:30:00,Ж,Ч,2022-07-24 13:30:00,True,3
613527938,Ч,2022-07-24 13:30:00,З,К,2022-12-15 13:30:00,True,4
613527938,К,2022-12-15 13:30:00,Ч,Ч,2023-02-11 13:30:00,True,5
